seed,task_type,host_count,shrink,algo,active,migr,time
4,-3,80,False,FirstFitDecreasing,0.5,0.9831081081081081,0.012699604034423828
4,-3,80,False,FirstFitDecreasing + migopt,0.5,0.7594594594594595,0.9431936740875244
4,-3,80,False,Sercon,0.5,0.27905405405405403,0.020002365112304688
4,-3,80,False,Sercon + migopt,0.5,0.27905405405405403,0.9444999694824219
4,-3,80,False,PyVPSolver,0.5,0.9885135135135135,0.2204596996307373
4,-3,80,False,PyVPSolver + migopt,0.5,0.6128378378378379,1.1666491031646729
0,3,10,True,Initial,1.0,0.0,9.5367431640625e-07
0,3,10,True,Initial + migopt,1.0,0.0,0.03760647773742676
0,3,10,True,FirstFitDecreasing,0.8,0.9104343931930139,0.002110004425048828
0,3,10,True,FirstFitDecreasing + migopt,0.8,0.6108374384236454,0.05146622657775879
0,3,10,True,Sercon,0.8,0.1509180474697716,0.003580331802368164
0,3,10,True,Sercon + migopt,0.8,0.1509180474697716,0.03843259811401367
0,3,10,True,PyVPSolver,0.8,0.6224809673085535,0.29801130294799805
0,3,10,True,PyVPSolver + migopt,0.8,0.39408866995073893,0.3114054203033447
1,3,10,True,Initial,1.0,0.0,9.5367431640625e-07
1,3,10,True,Initial + migopt,1.0,0.0,0.0442202091217041
1,3,10,True,FirstFitDecreasing,0.8,0.9104343931930139,0.002261638641357422
1,3,10,True,FirstFitDecreasing + migopt,0.8,0.6108374384236454,0.05467653274536133
1,3,10,True,Sercon,0.8,0.1509180474697716,0.0029268264770507812
1,3,10,True,Sercon + migopt,0.8,0.1509180474697716,0.042533159255981445
1,3,10,True,PyVPSolver,0.8,0.6224809673085535,0.26021456718444824
1,3,10,True,PyVPSolver + migopt,0.8,0.39408866995073893,0.31226396560668945
2,3,10,True,Initial,1.0,0.0,1.430511474609375e-06
2,3,10,True,Initial + migopt,1.0,0.0,0.03824901580810547
2,3,10,True,FirstFitDecreasing,0.8,0.9104343931930139,0.004404306411743164
2,3,10,True,FirstFitDecreasing + migopt,0.8,0.6108374384236454,0.05945897102355957
2,3,10,True,Sercon,0.8,0.1509180474697716,0.0030088424682617188
2,3,10,True,Sercon + migopt,0.8,0.1509180474697716,0.03920912742614746
2,3,10,True,PyVPSolver,0.8,0.6224809673085535,0.27471303939819336
2,3,10,True,PyVPSolver + migopt,0.8,0.39408866995073893,0.3196413516998291
3,3,10,True,Initial,1.0,0.0,7.152557373046875e-07
3,3,10,True,Initial + migopt,1.0,0.0,0.03520464897155762
3,3,10,True,FirstFitDecreasing,0.8,0.9104343931930139,0.001920938491821289
3,3,10,True,FirstFitDecreasing + migopt,0.8,0.6108374384236454,0.04832959175109863
3,3,10,True,Sercon,0.8,0.1509180474697716,0.005187034606933594
3,3,10,True,Sercon + migopt,0.8,0.1509180474697716,0.03671383857727051
3,3,10,True,PyVPSolver,0.8,0.6224809673085535,0.32889699935913086
3,3,10,True,PyVPSolver + migopt,0.8,0.39408866995073893,0.30566859245300293
4,3,10,True,Initial,1.0,0.0,1.1920928955078125e-06
4,3,10,True,Initial + migopt,1.0,0.0,0.03858590126037598
4,3,10,True,FirstFitDecreasing,0.8,0.9104343931930139,0.002493143081665039
4,3,10,True,FirstFitDecreasing + migopt,0.8,0.6108374384236454,0.05020880699157715
4,3,10,True,Sercon,0.8,0.1509180474697716,0.0033245086669921875
4,3,10,True,Sercon + migopt,0.8,0.1509180474697716,0.037602901458740234
4,3,10,True,PyVPSolver,0.8,0.6224809673085535,0.29598140716552734
4,3,10,True,PyVPSolver + migopt,0.8,0.39408866995073893,0.33765411376953125
0,3,20,True,Initial,1.0,0.0,7.152557373046875e-07
0,3,20,True,Initial + migopt,1.0,0.0,0.14489531517028809
0,3,20,True,FirstFitDecreasing,0.95,0.954688731284476,0.004273414611816406
0,3,20,True,FirstFitDecreasing + migopt,0.95,0.5912135539795115,0.28249049186706543
0,3,20,True,Sercon,1.0,0.0,0.0030434131622314453
0,3,20,True,Sercon + migopt,1.0,0.0,0.15746068954467773
0,3,20,True,PyVPSolver,0.95,0.8508668242710796,0.31458520889282227
0,3,20,True,PyVPSolver + migopt,0.95,0.516548463356974,0.4959080219268799
1,3,20,True,Initial,1.0,0.0,1.1920928955078125e-06
1,3,20,True,Initial + migopt,1.0,0.0,0.15743684768676758
1,3,20,True,FirstFitDecreasing,0.95,0.954688731284476,0.004773378372192383
1,3,20,True,FirstFitDecreasing + migopt,0.95,0.5912135539795115,0.26697421073913574
1,3,20,True,Sercon,1.0,0.0,0.0032186508178710938
1,3,20,True,Sercon + migopt,1.0,0.0,0.14703965187072754
1,3,20,True,PyVPSolver,0.95,0.8508668242710796,0.3332667350769043
1,3,20,True,PyVPSolver + migopt,0.95,0.516548463356974,0.5100295543670654
2,3,20,True,Initial,1.0,0.0,9.5367431640625e-07
2,3,20,True,Initial + migopt,1.0,0.0,0.142503023147583
2,3,20,True,FirstFitDecreasing,0.95,0.954688731284476,0.005671024322509766
2,3,20,True,FirstFitDecreasing + migopt,0.95,0.5912135539795115,0.26647305488586426
2,3,20,True,Sercon,1.0,0.0,0.003356456756591797
2,3,20,True,Sercon + migopt,1.0,0.0,0.15883851051330566
2,3,20,True,PyVPSolver,0.95,0.8508668242710796,0.33095669746398926
2,3,20,True,PyVPSolver + migopt,0.95,0.516548463356974,0.4940609931945801
3,3,20,True,Initial,1.0,0.0,9.5367431640625e-07
3,3,20,True,Initial + migopt,1.0,0.0,0.14940547943115234
3,3,20,True,FirstFitDecreasing,0.95,0.954688731284476,0.0045833587646484375
3,3,20,True,FirstFitDecreasing + migopt,0.95,0.5912135539795115,0.24671697616577148
3,3,20,True,Sercon,1.0,0.0,0.0028531551361083984
3,3,20,True,Sercon + migopt,1.0,0.0,0.14870929718017578
3,3,20,True,PyVPSolver,0.95,0.8508668242710796,0.33156347274780273
3,3,20,True,PyVPSolver + migopt,0.95,0.516548463356974,0.4760732650756836
4,3,20,True,Initial,1.0,0.0,7.152557373046875e-07
4,3,20,True,Initial + migopt,1.0,0.0,0.17212653160095215
4,3,20,True,FirstFitDecreasing,0.95,0.954688731284476,0.0064563751220703125
4,3,20,True,FirstFitDecreasing + migopt,0.95,0.5912135539795115,0.21039557456970215
4,3,20,True,Sercon,1.0,0.0,0.004837751388549805
4,3,20,True,Sercon + migopt,1.0,0.0,0.1490635871887207
4,3,20,True,PyVPSolver,0.95,0.8508668242710796,0.2953312397003174
4,3,20,True,PyVPSolver + migopt,0.95,0.516548463356974,0.48990345001220703
0,3,40,True,Initial,1.0,0.0,1.1920928955078125e-06
0,3,40,True,Initial + migopt,1.0,0.0,0.604358434677124
0,3,40,True,FirstFitDecreasing,0.725,0.9806365457378143,0.00876164436340332
0,3,40,True,FirstFitDecreasing + migopt,0.725,0.707990206988649,0.7497968673706055
0,3,40,True,Sercon,0.725,0.23814823058090362,0.02160334587097168
0,3,40,True,Sercon + migopt,0.725,0.23814823058090362,0.6119651794433594
0,3,40,True,PyVPSolver,0.725,0.9839750723347429,0.2624397277832031
0,3,40,True,PyVPSolver + migopt,0.725,0.6152904518139328,0.9729533195495605
1,3,40,True,Initial,1.0,0.0,1.1920928955078125e-06
1,3,40,True,Initial + migopt,1.0,0.0,0.5237007141113281
1,3,40,True,FirstFitDecreasing,0.725,0.9806365457378143,0.015358448028564453
1,3,40,True,FirstFitDecreasing + migopt,0.725,0.707990206988649,0.7571563720703125
1,3,40,True,Sercon,0.725,0.23814823058090362,0.018519163131713867
1,3,40,True,Sercon + migopt,0.725,0.23814823058090362,0.5236468315124512
1,3,40,True,PyVPSolver,0.725,0.9839750723347429,0.2796170711517334
1,3,40,True,PyVPSolver + migopt,0.725,0.6152904518139328,0.9924943447113037
2,3,40,True,Initial,1.0,0.0,9.5367431640625e-07
2,3,40,True,Initial + migopt,1.0,0.0,0.6098799705505371
2,3,40,True,FirstFitDecreasing,0.725,0.9806365457378143,0.009557962417602539
2,3,40,True,FirstFitDecreasing + migopt,0.725,0.707990206988649,0.7627665996551514
2,3,40,True,Sercon,0.725,0.23814823058090362,0.018956899642944336
2,3,40,True,Sercon + migopt,0.725,0.23814823058090362,0.6001191139221191
2,3,40,True,PyVPSolver,0.725,0.9839750723347429,0.2508718967437744
2,3,40,True,PyVPSolver + migopt,0.725,0.6152904518139328,0.9544415473937988
3,3,40,True,Initial,1.0,0.0,1.1920928955078125e-06
3,3,40,True,Initial + migopt,1.0,0.0,0.5722601413726807
3,3,40,True,FirstFitDecreasing,0.725,0.9806365457378143,0.009674549102783203
3,3,40,True,FirstFitDecreasing + migopt,0.725,0.707990206988649,0.7151427268981934
3,3,40,True,Sercon,0.725,0.23814823058090362,0.021056652069091797
3,3,40,True,Sercon + migopt,0.725,0.23814823058090362,0.5529382228851318
3,3,40,True,PyVPSolver,0.725,0.9839750723347429,0.24050021171569824
3,3,40,True,PyVPSolver + migopt,0.725,0.6152904518139328,0.9793398380279541
4,3,40,True,Initial,1.0,0.0,7.152557373046875e-07
4,3,40,True,Initial + migopt,1.0,0.0,0.5634560585021973
4,3,40,True,FirstFitDecreasing,0.725,0.9806365457378143,0.013100862503051758
4,3,40,True,FirstFitDecreasing + migopt,0.725,0.707990206988649,0.7591984272003174
4,3,40,True,Sercon,0.725,0.23814823058090362,0.018635272979736328
4,3,40,True,Sercon + migopt,0.725,0.23814823058090362,0.5562126636505127
4,3,40,True,PyVPSolver,0.725,0.9839750723347429,0.25522947311401367
4,3,40,True,PyVPSolver + migopt,0.725,0.6152904518139328,0.9641165733337402
0,3,80,True,Initial,1.0,0.0,1.1920928955078125e-06
0,3,80,True,Initial + migopt,1.0,0.0,2.2632038593292236
0,3,80,True,FirstFitDecreasing,0.9,0.9953085355928958,0.02416372299194336
0,3,80,True,FirstFitDecreasing + migopt,0.9,0.5666140073723012,2.917219638824463
0,3,80,True,Sercon,0.9125,0.054478433625353054,0.02352166175842285
0,3,80,True,Sercon + migopt,0.9125,0.054478433625353054,2.185842275619507
0,3,80,True,PyVPSolver,0.9,0.9561491694193116,0.2930939197540283
0,3,80,True,PyVPSolver + migopt,0.9,0.4772368232083872,3.1098690032958984
1,3,80,True,Initial,1.0,0.0,9.5367431640625e-07
1,3,80,True,Initial + migopt,1.0,0.0,2.120126724243164
1,3,80,True,FirstFitDecreasing,0.9,0.9953085355928958,0.02344369888305664
1,3,80,True,FirstFitDecreasing + migopt,0.9,0.5666140073723012,2.869100332260132
1,3,80,True,Sercon,0.9125,0.054478433625353054,0.033299922943115234
1,3,80,True,Sercon + migopt,0.9125,0.054478433625353054,2.1873600482940674
1,3,80,True,PyVPSolver,0.9,0.9561491694193116,0.300875186920166
1,3,80,True,PyVPSolver + migopt,0.9,0.4772368232083872,3.152381420135498
2,3,80,True,Initial,1.0,0.0,9.5367431640625e-07
2,3,80,True,Initial + migopt,1.0,0.0,2.3067188262939453
2,3,80,True,FirstFitDecreasing,0.9,0.9953085355928958,0.02170252799987793
2,3,80,True,FirstFitDecreasing + migopt,0.9,0.5666140073723012,2.947836399078369
2,3,80,True,Sercon,0.9125,0.054478433625353054,0.025470256805419922
2,3,80,True,Sercon + migopt,0.9125,0.054478433625353054,2.1897618770599365
2,3,80,True,PyVPSolver,0.9,0.9561491694193116,0.28706955909729004
2,3,80,True,PyVPSolver + migopt,0.9,0.4772368232083872,3.202122688293457
3,3,80,True,Initial,1.0,0.0,1.1920928955078125e-06
3,3,80,True,Initial + migopt,1.0,0.0,2.2242813110351562
3,3,80,True,FirstFitDecreasing,0.9,0.9953085355928958,0.04102134704589844
3,3,80,True,FirstFitDecreasing + migopt,0.9,0.5666140073723012,2.8249006271362305
3,3,80,True,Sercon,0.9125,0.054478433625353054,0.02564239501953125
3,3,80,True,Sercon + migopt,0.9125,0.054478433625353054,2.060912847518921
3,3,80,True,PyVPSolver,0.9,0.9561491694193116,0.40862441062927246
3,3,80,True,PyVPSolver + migopt,0.9,0.4772368232083872,3.256648302078247
4,3,80,True,Initial,1.0,0.0,9.5367431640625e-07
4,3,80,True,Initial + migopt,1.0,0.0,2.29548716545105
4,3,80,True,FirstFitDecreasing,0.9,0.9953085355928958,0.02102041244506836
4,3,80,True,FirstFitDecreasing + migopt,0.9,0.5666140073723012,2.9927268028259277
4,3,80,True,Sercon,0.9125,0.054478433625353054,0.02943277359008789
4,3,80,True,Sercon + migopt,0.9125,0.054478433625353054,2.2241404056549072
4,3,80,True,PyVPSolver,0.9,0.9561491694193116,0.2753937244415283
4,3,80,True,PyVPSolver + migopt,0.9,0.4772368232083872,3.229127883911133
0,4,10,True,Initial,1.0,0.0,1.1920928955078125e-06
0,4,10,True,Initial + migopt,1.0,0.0,0.005539894104003906
0,4,10,True,FirstFitDecreasing,0.7,0.8762322015334063,0.0009844303131103516
0,4,10,True,FirstFitDecreasing + migopt,0.7,0.56078860898138,0.00802159309387207
0,4,10,True,Sercon,0.7,0.27053669222343923,0.001207590103149414
0,4,10,True,Sercon + migopt,0.7,0.27053669222343923,0.006345987319946289
0,4,10,True,PyVPSolver,0.7,0.8225629791894852,0.32324695587158203
0,4,10,True,PyVPSolver + migopt,0.7,0.556407447973713,0.21331357955932617
1,4,10,True,Initial,1.0,0.0,9.5367431640625e-07
1,4,10,True,Initial + migopt,1.0,0.0,0.0066144466400146484
1,4,10,True,FirstFitDecreasing,0.7,0.8762322015334063,0.0007274150848388672
1,4,10,True,FirstFitDecreasing + migopt,0.7,0.56078860898138,0.0074422359466552734
1,4,10,True,Sercon,0.7,0.27053669222343923,0.001409769058227539
1,4,10,True,Sercon + migopt,0.7,0.27053669222343923,0.006216764450073242
1,4,10,True,PyVPSolver,0.7,0.8225629791894852,0.27237629890441895
1,4,10,True,PyVPSolver + migopt,0.7,0.556407447973713,0.23135614395141602
2,4,10,True,Initial,1.0,0.0,7.152557373046875e-07
2,4,10,True,Initial + migopt,1.0,0.0,0.007673978805541992
2,4,10,True,FirstFitDecreasing,0.7,0.8762322015334063,0.0020513534545898438
2,4,10,True,FirstFitDecreasing + migopt,0.7,0.56078860898138,0.0074422359466552734
2,4,10,True,Sercon,0.7,0.27053669222343923,0.0014925003051757812
2,4,10,True,Sercon + migopt,0.7,0.27053669222343923,0.009641408920288086
2,4,10,True,PyVPSolver,0.7,0.8225629791894852,0.24315309524536133
2,4,10,True,PyVPSolver + migopt,0.7,0.556407447973713,0.2622096538543701
3,4,10,True,Initial,1.0,0.0,9.5367431640625e-07
3,4,10,True,Initial + migopt,1.0,0.0,0.0068891048431396484
3,4,10,True,FirstFitDecreasing,0.7,0.8762322015334063,0.0006077289581298828
3,4,10,True,FirstFitDecreasing + migopt,0.7,0.56078860898138,0.007807254791259766
3,4,10,True,Sercon,0.7,0.27053669222343923,0.0010380744934082031
3,4,10,True,Sercon + migopt,0.7,0.27053669222343923,0.006991863250732422
3,4,10,True,PyVPSolver,0.7,0.8225629791894852,0.2638401985168457
3,4,10,True,PyVPSolver + migopt,0.7,0.556407447973713,0.2523634433746338
4,4,10,True,Initial,1.0,0.0,1.430511474609375e-06
4,4,10,True,Initial + migopt,1.0,0.0,0.005838632583618164
4,4,10,True,FirstFitDecreasing,0.7,0.8762322015334063,0.0008869171142578125
4,4,10,True,FirstFitDecreasing + migopt,0.7,0.56078860898138,0.008312225341796875
4,4,10,True,Sercon,0.7,0.27053669222343923,0.0012154579162597656
4,4,10,True,Sercon + migopt,0.7,0.27053669222343923,0.007448434829711914
4,4,10,True,PyVPSolver,0.7,0.8225629791894852,0.27902650833129883
4,4,10,True,PyVPSolver + migopt,0.7,0.556407447973713,0.24059343338012695
0,4,20,True,Initial,1.0,0.0,9.5367431640625e-07
0,4,20,True,Initial + migopt,1.0,0.0,0.033573150634765625
0,4,20,True,FirstFitDecreasing,0.85,0.8983700862895494,0.002126932144165039
0,4,20,True,FirstFitDecreasing + migopt,0.85,0.5565675934803451,0.03514361381530762
0,4,20,True,Sercon,0.85,0.12080536912751678,0.004604816436767578
0,4,20,True,Sercon + migopt,0.85,0.12080536912751678,0.029796838760375977
0,4,20,True,PyVPSolver,0.85,0.8116011505273251,0.27927541732788086
0,4,20,True,PyVPSolver + migopt,0.85,0.45781399808245443,0.24687528610229492
1,4,20,True,Initial,1.0,0.0,1.1920928955078125e-06
1,4,20,True,Initial + migopt,1.0,0.0,0.02851557731628418
1,4,20,True,FirstFitDecreasing,0.85,0.8983700862895494,0.0014977455139160156
1,4,20,True,FirstFitDecreasing + migopt,0.85,0.5565675934803451,0.04497075080871582
1,4,20,True,Sercon,0.85,0.12080536912751678,0.0028395652770996094
1,4,20,True,Sercon + migopt,0.85,0.12080536912751678,0.03152036666870117
1,4,20,True,PyVPSolver,0.85,0.8116011505273251,0.25817418098449707
1,4,20,True,PyVPSolver + migopt,0.85,0.45781399808245443,0.28995704650878906
2,4,20,True,Initial,1.0,0.0,9.5367431640625e-07
2,4,20,True,Initial + migopt,1.0,0.0,0.02845478057861328
2,4,20,True,FirstFitDecreasing,0.85,0.8983700862895494,0.0017671585083007812
2,4,20,True,FirstFitDecreasing + migopt,0.85,0.5565675934803451,0.03846263885498047
2,4,20,True,Sercon,0.85,0.12080536912751678,0.0030808448791503906
2,4,20,True,Sercon + migopt,0.85,0.12080536912751678,0.03031444549560547
2,4,20,True,PyVPSolver,0.85,0.8116011505273251,0.27939295768737793
2,4,20,True,PyVPSolver + migopt,0.85,0.45781399808245443,0.2660977840423584
3,4,20,True,Initial,1.0,0.0,7.152557373046875e-07
3,4,20,True,Initial + migopt,1.0,0.0,0.027948617935180664
3,4,20,True,FirstFitDecreasing,0.85,0.8983700862895494,0.0017809867858886719
3,4,20,True,FirstFitDecreasing + migopt,0.85,0.5565675934803451,0.0382695198059082
3,4,20,True,Sercon,0.85,0.12080536912751678,0.002821683883666992
3,4,20,True,Sercon + migopt,0.85,0.12080536912751678,0.03207063674926758
3,4,20,True,PyVPSolver,0.85,0.8116011505273251,0.2723813056945801
3,4,20,True,PyVPSolver + migopt,0.85,0.45781399808245443,0.27297210693359375
4,4,20,True,Initial,1.0,0.0,1.430511474609375e-06
4,4,20,True,Initial + migopt,1.0,0.0,0.027158498764038086
4,4,20,True,FirstFitDecreasing,0.85,0.8983700862895494,0.0015289783477783203
4,4,20,True,FirstFitDecreasing + migopt,0.85,0.5565675934803451,0.035546302795410156
4,4,20,True,Sercon,0.85,0.12080536912751678,0.0033850669860839844
4,4,20,True,Sercon + migopt,0.85,0.12080536912751678,0.028131484985351562
4,4,20,True,PyVPSolver,0.85,0.8116011505273251,0.2735469341278076
4,4,20,True,PyVPSolver + migopt,0.85,0.45781399808245443,0.27364683151245117
0,4,40,True,Initial,1.0,0.0,3.337860107421875e-06
0,4,40,True,Initial + migopt,1.0,0.0,0.09681963920593262
0,4,40,True,FirstFitDecreasing,1.0,0.9780612244897959,0.002938985824584961
0,4,40,True,FirstFitDecreasing + migopt,1.0,0.6341836734693878,0.12017488479614258
0,4,40,True,Sercon,1.0,0.0,0.003194093704223633
0,4,40,True,Sercon + migopt,1.0,0.0,0.0930023193359375
0,4,40,True,PyVPSolver,1.0,0.9045918367346939,0.26360321044921875
0,4,40,True,PyVPSolver + migopt,1.0,0.48520408163265305,0.3565945625305176
1,4,40,True,Initial,1.0,0.0,7.152557373046875e-07
1,4,40,True,Initial + migopt,1.0,0.0,0.09579348564147949
1,4,40,True,FirstFitDecreasing,1.0,0.9780612244897959,0.004145145416259766
1,4,40,True,FirstFitDecreasing + migopt,1.0,0.6341836734693878,0.12582707405090332
1,4,40,True,Sercon,1.0,0.0,0.003108501434326172
1,4,40,True,Sercon + migopt,1.0,0.0,0.16456055641174316
1,4,40,True,PyVPSolver,1.0,0.9045918367346939,0.22252607345581055
1,4,40,True,PyVPSolver + migopt,1.0,0.48520408163265305,0.364901065826416
2,4,40,True,Initial,1.0,0.0,1.1920928955078125e-06
2,4,40,True,Initial + migopt,1.0,0.0,0.09461760520935059
2,4,40,True,FirstFitDecreasing,1.0,0.9780612244897959,0.003616809844970703
2,4,40,True,FirstFitDecreasing + migopt,1.0,0.6341836734693878,0.12372303009033203
2,4,40,True,Sercon,1.0,0.0,0.0028498172760009766
2,4,40,True,Sercon + migopt,1.0,0.0,0.11795210838317871
2,4,40,True,PyVPSolver,1.0,0.9045918367346939,0.22738051414489746
2,4,40,True,PyVPSolver + migopt,1.0,0.48520408163265305,0.4069669246673584
3,4,40,True,Initial,1.0,0.0,1.1920928955078125e-06
3,4,40,True,Initial + migopt,1.0,0.0,0.09384679794311523
3,4,40,True,FirstFitDecreasing,1.0,0.9780612244897959,0.003097057342529297
3,4,40,True,FirstFitDecreasing + migopt,1.0,0.6341836734693878,0.13712644577026367
3,4,40,True,Sercon,1.0,0.0,0.005307197570800781
3,4,40,True,Sercon + migopt,1.0,0.0,0.09364604949951172
3,4,40,True,PyVPSolver,1.0,0.9045918367346939,0.2637181282043457
3,4,40,True,PyVPSolver + migopt,1.0,0.48520408163265305,0.3811452388763428
4,4,40,True,Initial,1.0,0.0,7.152557373046875e-07
4,4,40,True,Initial + migopt,1.0,0.0,0.10075163841247559
4,4,40,True,FirstFitDecreasing,1.0,0.9780612244897959,0.003429412841796875
4,4,40,True,FirstFitDecreasing + migopt,1.0,0.6341836734693878,0.16150951385498047
4,4,40,True,Sercon,1.0,0.0,0.010792732238769531
4,4,40,True,Sercon + migopt,1.0,0.0,0.10625457763671875
4,4,40,True,PyVPSolver,1.0,0.9045918367346939,0.2730860710144043
4,4,40,True,PyVPSolver + migopt,1.0,0.48520408163265305,0.44204044342041016
0,4,80,True,Initial,1.0,0.0,1.1920928955078125e-06
0,4,80,True,Initial + migopt,1.0,0.0,0.354663610458374
0,4,80,True,FirstFitDecreasing,0.775,0.9874930824571112,0.025204896926879883
0,4,80,True,FirstFitDecreasing + migopt,0.775,0.7123408965135584,0.48370957374572754
0,4,80,True,Sercon,0.8,0.20398450470392918,0.021491527557373047
0,4,80,True,Sercon + migopt,0.8,0.20398450470392918,0.4230196475982666
0,4,80,True,PyVPSolver,0.775,0.9807415605976757,0.26195597648620605
0,4,80,True,PyVPSolver + migopt,0.775,0.6470392916436082,0.678400993347168
1,4,80,True,Initial,1.0,0.0,1.430511474609375e-06
1,4,80,True,Initial + migopt,1.0,0.0,0.43349218368530273
1,4,80,True,FirstFitDecreasing,0.775,0.9874930824571112,0.007256746292114258
1,4,80,True,FirstFitDecreasing + migopt,0.775,0.7123408965135584,0.5000631809234619
1,4,80,True,Sercon,0.8,0.20398450470392918,0.015943288803100586
1,4,80,True,Sercon + migopt,0.8,0.20398450470392918,0.4150087833404541
1,4,80,True,PyVPSolver,0.775,0.9807415605976757,0.2042675018310547
1,4,80,True,PyVPSolver + migopt,0.775,0.6470392916436082,0.711951732635498
2,4,80,True,Initial,1.0,0.0,7.152557373046875e-07
2,4,80,True,Initial + migopt,1.0,0.0,0.4258136749267578
2,4,80,True,FirstFitDecreasing,0.775,0.9874930824571112,0.009361505508422852
2,4,80,True,FirstFitDecreasing + migopt,0.775,0.7123408965135584,0.5014441013336182
2,4,80,True,Sercon,0.8,0.20398450470392918,0.012828350067138672
2,4,80,True,Sercon + migopt,0.8,0.20398450470392918,0.39200878143310547
2,4,80,True,PyVPSolver,0.775,0.9807415605976757,0.19594740867614746
2,4,80,True,PyVPSolver + migopt,0.775,0.6470392916436082,0.721778392791748
3,4,80,True,Initial,1.0,0.0,7.152557373046875e-07
3,4,80,True,Initial + migopt,1.0,0.0,0.4698455333709717
3,4,80,True,FirstFitDecreasing,0.775,0.9874930824571112,0.007731437683105469
3,4,80,True,FirstFitDecreasing + migopt,0.775,0.7123408965135584,0.4982643127441406
3,4,80,True,Sercon,0.8,0.20398450470392918,0.012956380844116211
3,4,80,True,Sercon + migopt,0.8,0.20398450470392918,0.3804957866668701
3,4,80,True,PyVPSolver,0.775,0.9807415605976757,0.23954105377197266
3,4,80,True,PyVPSolver + migopt,0.775,0.6470392916436082,0.6367852687835693
4,4,80,True,Initial,1.0,0.0,9.5367431640625e-07
4,4,80,True,Initial + migopt,1.0,0.0,0.4515879154205322
4,4,80,True,FirstFitDecreasing,0.775,0.9874930824571112,0.013396501541137695
4,4,80,True,FirstFitDecreasing + migopt,0.775,0.7123408965135584,0.5104091167449951
4,4,80,True,Sercon,0.8,0.20398450470392918,0.012016057968139648
4,4,80,True,Sercon + migopt,0.8,0.20398450470392918,0.4075746536254883
4,4,80,True,PyVPSolver,0.775,0.9807415605976757,0.229506254196167
4,4,80,True,PyVPSolver + migopt,0.775,0.6470392916436082,0.7125406265258789
